collision_index,collision_year,collision_ref_no,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_imd_decile,lsoa_of_casualty,enhanced_casualty_severity,casualty_injury_based,casualty_adjusted_severity_serious,casualty_adjusted_severity_slight,casualty_distance_banding
2020460973682,2020,460973682,1,1,1,1,24,5,2,0,0,0,0,0,9,6,E01024704,7,1,1,0,-1
2020990934342,2020,990934342,1,1,2,1,5,1,3,0,0,2,0,0,9,6,-1,3,1,0,1,-1
2020522003805,2020,522003805,1,1,1,1,43,7,3,0,0,0,0,0,23,4,E01014573,-1,0,0.09385,0.90615,-1
2020010267734,2020,010267734,1,1,1,2,52,8,3,0,0,0,0,0,1,5,E01001933,-1,0,0,1,-1
2020410941353,2020,410941353,2,1,1,2,7,2,3,0,0,0,0,0,1,-1,-1,3,1,0,1,-1
2020010283907,2020,010283907,1,1,3,1,25,5,2,1,1,0,0,0,0,2,E01001136,-1,0,1,0,-1
2020010271990,2020,010271990,1,1,1,1,27,6,3,0,0,0,0,0,3,3,E01002047,-1,0,0,1,-1
2020360921380,2020,360921380,5,2,1,2,19,4,3,0,0,0,0,0,9,5,E01026541,3,1,0,1,-1
2020420936652,2020,420936652,1,1,1,1,76,11,3,0,0,0,0,0,9,2,E01021667,3,1,0,1,-1
2020622000824,2020,622000824,2,2,1,1,61,9,3,0,0,0,0,0,9,2,W01000895,-1,0,0.01178,0.98822,-1
2020010255352,2020,010255352,1,1,3,2,35,6,2,6,9,0,0,0,0,6,E01004481,-1,0,1,0,-1
2020010250428,2020,010250428,1,1,1,1,22,5,3,0,0,0,0,0,3,4,E01001185,-1,0,0,1,-1
2020010228250,2020,010228250,1,1,1,1,38,7,3,0,0,0,0,0,3,4,E01003913,-1,0,0,1,-1
2020140958834,2020,140958834,2,1,1,1,32,6,2,0,0,0,0,0,9,3,E01010407,7,1,1,0,-1
2020400993442,2020,400993442,1,1,1,1,40,7,3,0,0,0,0,0,9,10,E01017604,3,1,0,1,-1
2020010285454,2020,010285454,1,1,3,1,83,11,3,5,1,0,0,0,0,9,E01030856,-1,0,0,1,-1
2020170S21160,2020,170S21160,1,1,1,1,47,8,3,0,0,0,0,0,9,4,E01012056,-1,0,0.07495,0.92505,-1
2020200931004,2020,200931004,2,2,2,2,20,4,3,0,0,1,0,0,9,4,E01009139,3,1,0,1,-1
2020010261767,2020,010261767,1,1,1,1,37,7,3,0,0,0,0,0,19,1,E01005098,-1,0,0,1,-1
2020160945128,2020,160945128,2,1,1,1,-1,-1,3,0,0,0,0,0,19,9,E01013265,3,1,0,1,-1
2020552000934,2020,552000934,1,1,1,1,30,6,3,0,0,0,0,0,19,9,E01033233,-1,0,0.04871,0.95129,-1
2020201013951,2020,201013951,1,1,1,2,24,5,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020430266689,2020,430266689,1,1,1,1,30,6,3,0,0,0,0,0,1,4,E01016529,-1,0,0.02374,0.97626,-1
2020350925608,2020,350925608,2,1,2,2,22,5,3,0,0,1,0,0,9,3,E01018090,3,1,0,1,-1
2020420936671,2020,420936671,2,2,1,2,58,9,3,0,0,0,0,0,9,6,E01021404,3,1,0,1,-1
2020501004904,2020,501004904,2,1,1,2,25,5,3,0,0,0,0,0,9,4,E01020183,3,1,0,1,-1
2020522101022,2020,522101022,2,3,1,2,48,8,3,0,0,0,0,0,9,8,E01014383,-1,0,0.02639,0.97361,-1
202006E368702,2020,06E368702,2,1,1,1,45,7,3,0,0,0,0,0,9,5,E01006121,-1,0,0.03851,0.96149,-1
2020320556433,2020,320556433,1,1,1,1,18,4,3,0,0,0,0,0,9,4,E01026044,-1,0,0.08643,0.91357,-1
2020220924515,2020,220924515,2,2,1,1,31,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020410926619,2020,410926619,3,3,1,1,56,9,3,0,0,0,0,0,9,6,E01023762,3,1,0,1,-1
2020440084715,2020,440084715,1,1,1,1,27,6,3,0,0,0,0,0,9,3,E01022914,-1,0,0.01008,0.98992,-1
2020522002354,2020,522002354,1,1,1,1,27,6,3,0,0,0,0,0,9,7,E01014483,-1,0,0.01887,0.98113,-1
2020990972807,2020,990972807,1,2,1,2,26,6,3,0,0,0,0,0,9,1,-1,3,1,0,1,-1
2020010279488,2020,010279488,3,2,1,1,35,6,3,0,0,0,0,0,1,1,E01001426,-1,0,0,1,-1
2020332000090,2020,332000090,1,1,1,2,25,5,3,0,0,0,0,0,9,7,E01025967,-1,0,0.00818,0.99182,-1
2020461009630,2020,461009630,2,1,1,1,36,7,3,0,0,0,0,0,9,8,E01016101,3,1,0,1,-1
20201372K1008,2020,1372K1008,1,1,1,1,69,10,2,0,0,0,0,0,2,3,E01011940,-1,0,1,0,-1
2020160935092,2020,160935092,2,1,1,2,23,5,3,0,0,0,0,0,3,-1,-1,3,1,0,1,-1
2020460999558,2020,460999558,2,3,2,1,60,9,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
202006A170343,2020,06A170343,1,1,3,1,38,7,3,9,9,0,0,0,0,2,E01005650,-1,0,0.25945,0.74055,-1
2020100916602,2020,100916602,1,2,3,1,69,10,2,5,1,0,0,0,0,-1,-1,7,1,1,0,-1
2020200993049,2020,200993049,1,3,1,1,48,8,3,0,0,0,0,0,19,6,E01010174,3,1,0,1,-1
2020320521711,2020,320521711,1,1,1,1,21,5,3,0,0,0,0,0,3,5,E01026287,-1,0,0.17966,0.82034,-1
202031B012520,2020,31B012520,1,1,1,1,24,5,2,0,0,0,0,0,9,4,E01028239,-1,0,1,0,-1
2020400999764,2020,400999764,2,1,1,1,43,7,3,0,0,0,0,0,9,1,E01015789,3,1,0,1,-1
2020420929584,2020,420929584,2,1,1,2,61,9,3,0,0,0,0,0,9,8,E01015970,3,1,0,1,-1
2020990989654,2020,990989654,2,2,1,1,54,8,3,0,0,0,0,0,21,1,E01006446,3,1,0,1,-1
2020160957313,2020,160957313,1,1,1,1,-1,-1,3,0,0,0,0,0,97,-1,-1,3,1,0,1,-1
2020010238721,2020,010238721,1,1,3,2,31,6,3,1,9,0,0,0,0,3,E01033100,-1,0,0,1,-1
2020010282439,2020,010282439,1,1,3,1,13,3,3,5,3,0,0,0,0,6,E01000219,-1,0,0,1,-1
2020470929553,2020,470929553,1,1,3,2,86,11,2,5,4,0,0,0,0,10,E01031804,6,1,1,0,-1
2020610013320,2020,610013320,1,1,3,1,72,10,3,5,1,0,0,0,0,1,W01001607,-1,0,0.1885,0.8115,-1
2020010240278,2020,010240278,1,1,3,2,37,7,3,1,3,0,0,0,0,5,E01002213,-1,0,0,1,-1
2020010238038,2020,010238038,2,2,1,1,39,7,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
2020010274411,2020,010274411,1,1,1,1,30,6,3,0,0,0,0,0,9,3,E01001513,-1,0,0,1,-1
202006M177746,2020,06M177746,1,1,1,1,22,5,3,0,0,0,0,0,9,8,E01006133,-1,0,0.07716,0.92284,-1
2020140996771,2020,140996771,1,2,2,1,14,3,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020500942264,2020,500942264,2,1,1,2,25,5,3,0,0,0,0,0,9,6,E01020160,3,1,0,1,-1
2020302000561,2020,302000561,2,1,1,1,9,2,3,0,0,0,0,0,1,1,E01019509,-1,0,0.06458,0.93542,-1
2020430200297,2020,430200297,1,1,1,1,27,6,3,0,0,0,0,0,1,3,E01016465,-1,0,0.03708,0.96292,-1
2020010236952,2020,010236952,2,1,1,1,48,8,3,0,0,0,0,0,10,9,E01004132,-1,0,0,1,-1
2020200983645,2020,200983645,1,2,3,2,14,3,3,6,9,0,0,2,0,1,E01009379,3,1,0,1,-1
2020201000691,2020,201000691,1,3,2,1,-1,-1,3,0,0,2,0,0,9,2,E01010270,3,1,0,1,-1
2020460980738,2020,460980738,1,1,1,1,30,6,3,0,0,0,0,0,19,5,E01007173,3,1,0,1,-1
2020110992897,2020,110992897,2,1,1,1,79,11,3,0,0,0,0,0,1,3,E01008805,3,1,0,1,-1
202054B770720,2020,54B770720,2,1,1,2,33,6,3,0,0,0,0,0,1,5,E01031952,-1,0,0.0636,0.9364,-1
2020450975039,2020,450975039,2,1,1,2,52,8,3,0,0,0,0,0,9,8,E01003470,3,1,0,1,-1
2020111009708,2020,111009708,1,1,3,1,76,11,2,6,9,0,0,0,0,8,E01020732,7,1,1,0,-1
2020010268913,2020,010268913,2,1,1,1,23,5,3,0,0,0,0,0,3,5,E01001946,-1,0,0,1,-1
202060Y139299,2020,60Y139299,1,1,1,1,49,8,2,0,0,0,0,0,5,-1,-1,-1,0,1,0,-1
2020041003805,2020,041003805,1,1,1,2,37,7,3,0,0,0,0,0,5,10,E01031706,3,1,0,1,-1
2020010286735,2020,010286735,1,1,1,1,51,8,3,0,0,0,0,0,1,-1,-1,-1,0,0,1,-1
2020010246702,2020,010246702,2,1,1,1,31,6,3,0,0,0,0,0,5,3,E01003201,-1,0,0,1,-1
2020070342586,2020,070342586,1,2,2,2,17,4,2,0,0,1,0,0,9,8,E01018432,-1,0,1,0,-1
2020140982247,2020,140982247,1,1,1,2,19,4,3,0,0,0,0,0,9,1,E01007403,3,1,0,1,-1
2020200999518,2020,200999518,2,1,1,1,27,6,3,0,0,0,0,0,9,4,E01010489,3,1,0,1,-1
2020460969546,2020,460969546,1,1,2,1,-1,-1,3,0,0,1,0,0,9,2,E01016064,3,1,0,1,-1
2020990959142,2020,990959142,1,4,2,1,11,3,2,0,0,1,0,0,9,7,-1,6,1,1,0,-1
2020070022438,2020,070022438,1,1,3,1,34,6,3,5,1,0,0,0,0,6,E01018472,-1,0,0.16198,0.83802,-1
2020101002001,2020,101002001,1,1,2,2,18,4,3,0,0,0,4,0,11,-1,-1,3,1,0,1,-1
2020010248639,2020,010248639,1,1,1,1,20,4,3,0,0,0,0,0,9,2,E01003079,-1,0,0,1,-1
2020501000610,2020,501000610,2,1,1,2,48,8,3,0,0,0,0,0,9,7,E01015022,3,1,0,1,-1
2020010236677,2020,010236677,1,1,3,2,18,4,3,5,1,0,0,0,0,3,E01000094,-1,0,0,1,-1
2020030919822,2020,030919822,1,1,3,1,14,3,2,5,1,0,0,0,0,9,E01019162,7,1,1,0,-1
2020440387404,2020,440387404,1,1,1,1,17,4,2,0,0,0,0,0,2,8,E01022935,-1,0,1,0,-1
2020010238451,2020,010238451,1,1,1,1,25,5,3,0,0,0,0,0,3,7,E01002269,-1,0,0,1,-1
2020010250544,2020,010250544,1,1,1,2,24,5,3,0,0,0,0,0,3,4,E01004526,-1,0,0,1,-1
2020010279674,2020,010279674,2,1,1,1,40,7,3,0,0,0,0,0,4,2,E01003499,-1,0,0,1,-1
2020140914893,2020,140914893,2,1,1,1,62,9,2,0,0,0,0,0,22,2,E01007497,5,1,1,0,-1
2020200966736,2020,200966736,1,1,3,1,80,11,2,9,5,0,0,0,0,8,E01032171,7,1,1,0,-1
2020332000357,2020,332000357,1,1,1,1,38,7,3,0,0,0,0,0,19,1,E01013632,-1,0,0.00654,0.99346,-1
202060Y138168,2020,60Y138168,2,1,3,1,21,5,3,5,2,0,0,0,0,-1,-1,-1,0,0.1458,0.8542,-1
2020010267662,2020,010267662,2,1,1,2,16,4,3,0,0,0,0,0,1,3,E01001779,-1,0,0,1,-1
2020010284382,2020,010284382,1,1,1,1,58,9,3,0,0,0,0,0,9,6,E01001599,-1,0,0,1,-1
2020552000664,2020,552000664,1,1,1,1,53,8,3,0,0,0,0,0,9,-1,-1,-1,0,0.08581,0.91419,-1
2020010241757,2020,010241757,2,1,1,1,30,6,3,0,0,0,0,0,9,-1,-1,-1,0,0,1,-1
2020220994221,2020,220994221,1,1,1,2,56,9,3,0,0,0,0,0,9,10,E01028963,3,1,0,1,-1
202031B032520,2020,31B032520,2,1,2,2,19,4,3,0,0,1,0,0,9,1,E01028320,-1,0,0.0118,0.9882,-1
2020010283681,2020,010283681,1,1,1,1,31,6,3,0,0,0,0,0,3,3,E01003035,-1,0,0,1,-1
2020137780025,2020,137780025,1,1,1,1,43,7,3,0,0,0,0,0,3,5,E01011417,-1,0,0.13972,0.86028,-1
2020440127046,2020,440127046,1,1,1,1,28,6,3,0,0,0,0,0,4,3,E01022908,-1,0,0.09649,0.90351,-1
2020200939045,2020,200939045,1,1,3,1,29,6,3,5,1,0,0,2,0,1,E01028268,3,1,0,1,-1
2020010233710,2020,010233710,1,1,1,2,30,6,3,0,0,0,0,0,1,2,E01003964,-1,0,0,1,-1
2020010282901,2020,010282901,1,1,1,2,24,5,3,0,0,0,0,0,1,4,E01003186,-1,0,0,1,-1
2020320412315,2020,320412315,1,1,1,1,56,9,2,0,0,0,0,0,5,8,E01025839,-1,0,1,0,-1
2020170S11110,2020,170S11110,1,1,3,1,21,5,3,4,1,0,0,0,0,-1,-1,-1,0,0.08368,0.91632,-1
2020320489450,2020,320489450,1,1,3,1,15,3,3,8,1,0,0,0,0,1,E01026072,-1,0,0.10961,0.89039,-1
2020200920935,2020,200920935,2,1,1,1,23,5,2,0,0,0,0,0,1,5,E01009288,7,1,1,0,-1
2020137582916,2020,137582916,2,2,1,1,34,6,3,0,0,0,0,0,8,2,E01012291,-1,0,0.04609,0.95391,-1
2020100997251,2020,100997251,1,2,3,1,31,6,2,9,5,0,0,0,0,1,E01008544,7,1,1,0,-1
2020200931402,2020,200931402,1,1,3,2,18,4,3,1,1,0,0,2,0,-1,-1,3,1,0,1,-1
2020010239431,2020,010239431,2,1,1,1,30,6,3,0,0,0,0,0,3,5,E01001091,-1,0,0,1,-1
2020100931837,2020,100931837,1,1,3,1,18,4,3,5,3,0,0,0,0,1,E01008596,3,1,0,1,-1
2020400963005,2020,400963005,1,1,3,1,56,9,3,5,1,0,0,0,0,7,E01017510,3,1,0,1,-1
2020990950255,2020,990950255,1,1,3,2,21,5,2,6,9,0,0,0,0,3,-1,7,1,1,0,-1
2020030940629,2020,030940629,2,2,1,2,24,5,3,0,0,0,0,0,9,7,E01019169,3,1,0,1,-1
2020140952986,2020,140952986,2,1,1,1,71,10,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020430219124,2020,430219124,2,1,1,2,73,10,1,0,0,0,0,0,9,10,W01001673,-1,0,0,0,-1
2020041010161,2020,041010161,1,1,3,2,36,7,2,5,3,0,0,0,0,4,E01025150,7,1,1,0,-1
2020100938211,2020,100938211,1,1,3,1,10,2,3,5,3,0,0,0,0,8,E01008525,3,1,0,1,-1
2020010285351,2020,010285351,1,1,1,1,30,6,3,0,0,0,0,0,9,6,E01003646,-1,0,0,1,-1
2020370918414,2020,370918414,1,1,1,2,13,3,2,0,0,0,0,0,1,4,E01030251,5,1,1,0,-1
202031C064220,2020,31C064220,4,3,1,1,41,7,3,0,0,0,0,0,19,2,E01013918,-1,0,0.0252,0.9748,-1
2020010250659,2020,010250659,1,1,3,1,40,7,3,10,9,0,0,0,0,6,E01002747,-1,0,0,1,-1
2020350950721,2020,350950721,1,1,3,1,35,6,2,5,3,0,0,0,0,-1,-1,7,1,1,0,-1
2020010232245,2020,010232245,1,1,1,1,38,7,3,0,0,0,0,0,5,3,E01003485,-1,0,0,1,-1
2020471003718,2020,471003718,2,1,1,1,44,7,3,0,0,0,0,0,5,3,E01031459,3,1,0,1,-1
2020220964034,2020,220964034,1,1,1,1,25,5,2,0,0,0,0,0,5,2,E01032470,7,1,1,0,-1
202006F172817,2020,06F172817,3,7,2,2,28,6,3,0,0,2,4,0,11,-1,-1,-1,0,0.0453,0.9547,-1
2020010271744,2020,010271744,2,3,1,2,45,7,3,0,0,0,0,0,9,5,E01001350,-1,0,0,1,-1
2020461001779,2020,461001779,1,1,2,2,20,4,3,0,0,1,0,0,9,5,E01024562,3,1,0,1,-1
2020040941962,2020,040941962,1,1,3,1,43,7,2,5,9,0,0,0,0,1,E01025584,7,1,1,0,-1
2020400919585,2020,400919585,1,1,3,2,30,6,3,5,3,0,0,0,0,2,E01015802,3,1,0,1,-1
2020010236341,2020,010236341,1,1,1,1,32,6,3,0,0,0,0,0,1,4,E01003684,-1,0,0,1,-1
2020440267968,2020,440267968,1,1,1,1,22,5,3,0,0,0,0,0,1,4,E01022804,-1,0,0.17797,0.82203,-1
2020010247986,2020,010247986,1,1,1,1,26,6,3,0,0,0,0,0,9,4,E01023403,-1,0,0,1,-1
2020010249576,2020,010249576,1,1,1,2,47,8,3,0,0,0,0,0,9,5,E01002371,-1,0,0,1,-1
2020010249755,2020,010249755,2,4,2,2,48,8,3,0,0,2,0,0,9,1,E01001772,-1,0,0,1,-1
2020010272555,2020,010272555,1,1,1,1,19,4,3,0,0,0,0,0,9,10,E01000448,-1,0,0,1,-1
2020052000307,2020,052000307,2,1,1,2,30,6,3,0,0,0,0,0,9,6,E01012512,-1,0,0.04207,0.95793,-1
2020221011380,2020,221011380,1,1,1,2,28,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020400965243,2020,400965243,1,1,1,2,33,6,3,0,0,0,0,0,9,9,E01017551,3,1,0,1,-1
2020991003743,2020,991003743,2,2,1,2,43,7,2,0,0,0,0,0,9,7,-1,7,1,1,0,-1
2020440360056,2020,440360056,1,1,2,2,88,11,2,0,0,0,2,0,11,3,E01017315,-1,0,1,0,-1
2020990948623,2020,990948623,2,1,1,1,51,8,3,0,0,0,0,0,4,5,-1,3,1,0,1,-1
2020220922516,2020,220922516,1,1,3,1,54,8,1,9,8,0,0,0,0,6,E01014173,1,1,0,0,-1
2020500946447,2020,500946447,1,1,1,1,34,6,3,0,0,0,0,0,19,5,E01020040,3,1,0,1,-1
2020420976124,2020,420976124,1,1,1,1,61,9,3,0,0,0,0,0,9,9,E01021893,3,1,0,1,-1
2020010237878,2020,010237878,1,1,3,2,50,8,3,5,1,0,0,0,0,-1,-1,-1,0,0,1,-1
2020470942497,2020,470942497,1,1,1,1,41,7,2,0,0,0,0,0,3,8,E01031560,7,1,1,0,-1
2020522100014,2020,522100014,1,1,1,1,30,6,3,0,0,0,0,0,3,3,E01014566,-1,0,0.05212,0.94788,-1
2020370988947,2020,370988947,1,1,3,2,7,2,3,5,3,0,0,0,0,4,E01030113,3,1,0,1,-1
2020010264783,2020,010264783,2,1,1,1,45,7,3,0,0,0,0,0,1,9,E01000773,-1,0,0,1,-1
2020541094720,2020,541094720,1,1,3,1,15,3,3,5,3,0,0,0,0,7,E01031849,-1,0,0.11224,0.88776,-1
2020010277273,2020,010277273,1,1,1,1,45,7,3,0,0,0,0,0,9,2,E01004264,-1,0,0,1,-1
2020040992843,2020,040992843,2,1,1,1,32,6,3,0,0,0,0,0,9,1,E01025184,3,1,0,1,-1
2020350959058,2020,350959058,1,1,1,2,53,8,3,0,0,0,0,0,9,5,E01018135,3,1,0,1,-1
2020420994164,2020,420994164,2,1,1,2,20,4,3,0,0,0,0,0,9,3,E01001449,3,1,0,1,-1
2020010261622,2020,010261622,1,1,3,2,64,9,2,6,9,0,0,0,0,9,E01030625,-1,0,1,0,-1
2020010247882,2020,010247882,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1,-1,-1,0,0,1,-1
2020010289197,2020,010289197,1,1,1,1,53,8,3,0,0,0,0,0,1,5,E01003274,-1,0,0,1,-1
2020010241403,2020,010241403,2,1,1,1,42,7,3,0,0,0,0,0,1,4,E01002017,-1,0,0,1,-1
2020010234252,2020,010234252,1,1,1,1,19,4,3,0,0,0,0,0,3,5,E01000927,-1,0,0,1,-1
2020010245410,2020,010245410,2,1,1,1,20,4,3,0,0,0,0,0,3,4,E01000498,-1,0,0,1,-1
20201379L1481,2020,1379L1481,1,1,3,2,70,10,3,6,6,0,0,0,0,8,E01011185,-1,0,0.12035,0.87965,-1
2020470924705,2020,470924705,1,1,3,2,66,10,3,1,9,0,0,0,0,2,E01020925,3,1,0,1,-1
2020370947610,2020,370947610,2,1,1,1,59,9,2,0,0,0,0,0,1,3,E01030025,7,1,1,0,-1
2020320126373,2020,320126373,1,1,1,2,70,10,3,0,0,0,0,0,9,8,E01026237,-1,0,0.05072,0.94928,-1
2020460924111,2020,460924111,1,4,2,1,20,4,3,0,0,1,0,0,9,5,E01024110,3,1,0,1,-1
2020041018064,2020,041018064,2,2,2,2,41,7,2,0,0,1,0,0,9,9,E01025256,6,1,1,0,-1
2020302001688,2020,302001688,2,1,1,2,44,7,3,0,0,0,0,0,9,6,E01019411,-1,0,0.02652,0.97348,-1
2020430043160,2020,430043160,1,1,1,2,25,5,3,0,0,0,0,0,9,7,E01016293,-1,0,0.0027,0.9973,-1
2020100982747,2020,100982747,2,1,1,1,34,6,3,0,0,0,0,0,9,5,E01008707,3,1,0,1,-1
20201375F0258,2020,1375F0258,2,1,1,2,28,6,3,0,0,0,0,0,9,5,E01010854,-1,0,0.0181,0.9819,-1
2020430286759,2020,430286759,2,2,1,2,49,8,3,0,0,0,0,0,9,9,E01016324,-1,0,0.09639,0.90361,-1
2020010236335,2020,010236335,1,1,1,2,42,7,3,0,0,0,0,0,9,3,E01000125,-1,0,0,1,-1
2020010274041,2020,010274041,1,1,1,2,82,11,2,0,0,0,0,0,9,6,E01004216,-1,0,1,0,-1
2020200969567,2020,200969567,1,1,1,1,30,6,3,0,0,0,0,0,9,-1,-1,3,1,0,1,-1
2020470954512,2020,470954512,1,2,1,2,61,9,3,0,0,0,0,0,10,5,E01031530,3,1,0,1,-1
2020040950113,2020,040950113,1,1,1,1,33,6,2,0,0,0,0,0,5,8,E01025302,5,1,1,0,-1
2020160925796,2020,160925796,1,1,1,1,68,10,3,0,0,0,0,0,98,-1,-1,3,1,0,1,-1
2020531008232,2020,531008232,1,1,3,2,17,4,3,5,3,0,0,0,0,7,E01022449,3,1,0,1,-1
2020010264195,2020,010264195,1,1,1,2,69,10,3,0,0,0,0,0,9,4,E01004658,-1,0,0,1,-1
2020010273546,2020,010273546,1,1,3,2,25,5,3,5,4,0,0,0,0,2,E01003160,-1,0,0,1,-1
2020450949150,2020,450949150,2,1,1,1,52,8,3,0,0,0,0,0,1,10,E01030369,3,1,0,1,-1
2020040946708,2020,040946708,2,1,1,1,33,6,3,0,0,0,0,0,9,1,E01012743,3,1,0,1,-1
2020450916048,2020,450916048,1,1,1,1,26,6,3,0,0,0,0,0,9,9,E01030929,3,1,0,1,-1
2020470923401,2020,470923401,1,1,2,2,27,6,2,0,0,1,0,0,9,9,E01021153,7,1,1,0,-1
2020010237959,2020,010237959,1,1,2,2,47,8,3,0,0,0,3,0,11,1,E01003963,-1,0,0,1,-1
2020010249408,2020,010249408,1,1,1,1,25,5,3,0,0,0,0,0,3,5,E01001859,-1,0,0,1,-1
2020010266096,2020,010266096,1,1,1,1,20,4,3,0,0,0,0,0,9,2,E01001152,-1,0,0,1,-1
2020990961421,2020,990961421,2,1,1,2,48,8,3,0,0,0,0,0,9,8,-1,3,1,0,1,-1
2020010252401,2020,010252401,1,1,1,1,53,8,3,0,0,0,0,0,1,5,E01003650,-1,0,0,1,-1
2020160930862,2020,160930862,1,1,3,1,45,7,2,1,1,0,0,0,0,1,E01033109,5,1,1,0,-1
2020170M10020,2020,170M10020,1,1,3,1,43,7,2,5,1,0,0,0,0,9,E01012063,-1,0,1,0,-1
2020010250938,2020,010250938,1,1,1,1,55,8,3,0,0,0,0,0,1,9,E01004595,-1,0,0,1,-1
20201374H1116,2020,1374H1116,2,1,1,1,44,7,3,0,0,0,0,0,1,9,E01011507,-1,0,0.14225,0.85775,-1
2020010257699,2020,010257699,1,1,1,1,35,6,3,0,0,0,0,0,3,1,E01004249,-1,0,0,1,-1
2020991006891,2020,991006891,2,1,1,1,56,9,2,0,0,0,0,0,1,3,-1,6,1,1,0,-1
2020991005735,2020,991005735,1,1,2,2,21,5,2,0,0,2,0,0,8,3,-1,7,1,1,0,-1
2020010264716,2020,010264716,1,1,3,2,38,7,2,1,1,0,0,0,0,1,E01002907,-1,0,1,0,-1
2020430246362,2020,430246362,1,1,1,2,59,9,3,0,0,0,0,0,1,10,E01016798,-1,0,0.17237,0.82763,-1
2020440424915,2020,440424915,2,1,1,2,48,8,3,0,0,0,0,0,16,10,E01023020,-1,0,0.04511,0.95489,-1
2020010250736,2020,010250736,1,1,3,1,4,1,2,5,1,0,0,0,0,5,E01004523,-1,0,1,0,-1
2020211001081,2020,211001081,2,1,1,1,35,6,3,0,0,0,0,0,5,9,E01029705,3,1,0,1,-1
2020201007834,2020,201007834,2,1,1,2,53,8,2,0,0,0,0,0,9,2,E01009568,7,1,1,0,-1
2020400989228,2020,400989228,2,1,1,2,63,9,3,0,0,0,0,0,9,4,E01015796,3,1,0,1,-1
2020460936231,2020,460936231,2,2,2,1,40,7,3,0,0,1,0,0,9,3,E01000735,3,1,0,1,-1
2020140994778,2020,140994778,1,1,1,1,43,7,1,0,0,0,0,0,9,2,E01007784,1,1,0,0,-1
2020500960485,2020,500960485,1,1,1,2,61,9,3,0,0,0,0,0,9,6,E01020231,3,1,0,1,-1
2020430210929,2020,430210929,1,1,1,1,60,9,2,0,0,0,0,0,9,9,E01031147,-1,0,1,0,-1
2020140961983,2020,140961983,1,1,1,1,60,9,3,0,0,0,0,0,9,6,E01007319,3,1,0,1,-1
2020450947518,2020,450947518,1,2,2,2,18,4,3,0,0,1,0,0,9,10,E01030341,3,1,0,1,-1
2020530957023,2020,530957023,2,1,1,2,39,7,3,0,0,0,0,0,9,5,E01022228,3,1,0,1,-1
2020010281945,2020,010281945,2,2,2,2,4,1,2,0,0,2,0,0,9,3,E01001263,-1,0,1,0,-1
2020040981632,2020,040981632,2,1,2,1,35,6,3,0,0,1,0,0,9,4,E01012607,3,1,0,1,-1
2020430101626,2020,430101626,1,1,1,1,31,6,3,0,0,0,0,0,9,8,E01032725,-1,0,0.00563,0.99437,-1
202063A013720,2020,63A013720,1,1,2,2,26,6,3,0,0,1,0,0,9,2,W01000834,-1,0,0.06325,0.93675,-1
2020010273953,2020,010273953,1,1,2,2,11,3,3,0,0,0,3,0,11,3,E01001154,-1,0,0,1,-1
2020010263778,2020,010263778,1,1,1,1,31,6,3,0,0,0,0,0,9,4,E01003766,-1,0,0,1,-1
2020420998740,2020,420998740,2,1,2,2,62,9,3,0,0,1,0,0,9,-1,-1,3,1,0,1,-1
2020302100127,2020,302100127,1,1,2,2,30,6,3,0,0,2,0,0,19,3,E01019400,-1,0,0.04419,0.95581,-1
202006L272158,2020,06L272158,1,1,2,1,7,2,2,0,0,0,0,0,90,1,E01006737,-1,0,1,0,-1
2020010259353,2020,010259353,2,1,1,1,36,7,3,0,0,0,0,0,9,7,E01024252,-1,0,0,1,-1
2020010266201,2020,010266201,1,1,1,1,25,5,3,0,0,0,0,0,9,1,E01004286,-1,0,0,1,-1
2020040978350,2020,040978350,1,1,1,1,40,7,3,0,0,0,0,0,9,1,E01033231,3,1,0,1,-1
2020360968342,2020,360968342,1,1,1,2,93,11,1,0,0,0,0,0,9,6,E01030053,1,1,0,0,-1
202060Y104778,2020,60Y104778,1,1,1,1,72,10,3,0,0,0,0,0,9,-1,-1,-1,0,0.13702,0.86298,-1
2020052001956,2020,052001956,2,1,1,1,28,6,3,0,0,0,0,0,9,2,E01007125,-1,0,0.009,0.991,-1
2020140995666,2020,140995666,2,1,2,2,4,1,2,0,0,2,0,0,9,-1,-1,7,1,1,0,-1
2020420994726,2020,420994726,1,2,2,1,32,6,3,0,0,1,0,0,9,10,E01018234,3,1,0,1,-1
2020440284475,2020,440284475,1,2,2,1,3,1,2,0,0,2,0,0,9,5,E01022957,-1,0,1,0,-1
2020420966555,2020,420966555,1,2,2,1,74,10,3,0,0,0,0,0,21,10,E01017755,3,1,0,1,-1
